ReservationID,UserID,FacilityID,StartTime,EndTime,Purpose,Status,LastModifiedBy,CancellationReason
R0848,U029,F001,01/19/2025 18:30,01/19/2025 22:30,Study Group,Completed,U066,
R0849,U289,F023,04/02/2025 16:00,04/02/2025 18:00,Dance Rehearsal,Confirmed,U033,
R0850,U231,F021,05/06/2025 19:00,05/06/2025 23:00,Guest Lecture,Confirmed,U085,
R0851,U134,F022,02/10/2025 19:00,02/10/2025 22:00,Study Group,Confirmed,U052,
R0852,U108,F019,09/27/2025 10:00,09/27/2025 14:00,Swimming Training,Completed,U142,
R0853,U245,F025,09/20/2025 12:00,09/20/2025 16:00,Team Meeting,Completed,U186,
R0854,U198,F025,12/21/2025 06:30,12/21/2025 10:30,Conference,Completed,U136,
R0855,U228,F031,12/19/2025 10:30,12/19/2025 12:30,Dance Rehearsal,Confirmed,U275,
R0856,U124,F034,06/27/2025 07:30,06/27/2025 11:30,Training Session,Confirmed,U113,
R0857,U217,F014,10/28/2025 06:30,10/28/2025 08:30,Training Session,Completed,U135,
R0858,U028,F018,04/26/2025 19:00,04/26/2025 22:00,Student Organization Meeting,Confirmed,U014,
R0859,U022,F001,08/21/2025 11:30,08/21/2025 15:30,Tournament,Completed,U214,
R0860,U069,F029,06/16/2025 18:30,06/16/2025 19:30,Career Fair,Confirmed,U138,
R0861,U019,F008,02/03/2025 18:30,02/03/2025 19:30,Fitness Class,Confirmed,U055,
R0862,U014,F024,12/01/2025 18:30,12/01/2025 21:30,Dance Rehearsal,Completed,U205,
R0863,U095,F003,10/01/2025 09:00,10/01/2025 10:00,Team Meeting,Cancelled,U057,Scheduling Conflict
R0864,U300,F021,10/10/2025 20:00,10/10/2025 23:00,Student Organization Meeting,Confirmed,U226,
R0865,U037,F032,10/27/2025 09:30,10/27/2025 12:30,Guest Lecture,Confirmed,U114,
R0866,U156,F021,03/07/2025 09:30,03/07/2025 10:30,Dance Rehearsal,Confirmed,U168,
R0867,U251,F025,04/19/2025 15:00,04/19/2025 18:00,Yoga Session,Completed,U154,
R0868,U246,F003,04/06/2025 19:00,04/06/2025 22:00,Student Organization Meeting,Confirmed,U226,
R0869,U070,F002,11/12/2025 13:00,11/12/2025 14:00,Student Organization Meeting,Confirmed,U172,
R0870,U235,F005,10/20/2025 10:00,10/20/2025 13:00,Fitness Class,Confirmed,U268,
R0871,U190,F025,11/27/2025 16:00,11/27/2025 18:00,Basketball Practice,Completed,U194,
R0872,U277,F017,05/22/2025 10:30,05/22/2025 11:30,Career Fair,Completed,U095,
R0873,U149,F031,03/02/2025 15:00,03/02/2025 18:00,Team Meeting,Confirmed,U168,
R0874,U179,F011,04/30/2025 19:00,04/30/2025 20:00,Swimming Training,Confirmed,U021,
R0875,U023,F023,03/20/2025 13:30,03/20/2025 16:30,Volleyball Practice,Confirmed,U121,
R0876,U087,F018,10/01/2025 18:00,10/01/2025 21:00,Workshop,Confirmed,U143,
R0877,U155,F019,11/12/2025 20:30,11/12/2025 23:30,Tournament,Confirmed,U268,
R0878,U139,F019,03/09/2025 17:30,03/09/2025 21:30,Dance Rehearsal,Cancelled,U170,Scheduling Conflict
R0879,U169,F034,05/10/2025 19:30,05/10/2025 21:30,Tournament,Confirmed,U174,
R0880,U273,F016,08/21/2025 18:00,08/21/2025 22:00,Fitness Class,Confirmed,U073,
R0881,U299,F020,04/14/2025 20:00,04/14/2025 23:00,Swimming Training,Confirmed,U167,
R0882,U025,F015,07/28/2025 12:30,07/28/2025 16:30,Workshop,Confirmed,U004,
R0883,U265,F009,10/29/2025 11:00,10/29/2025 13:00,Dance Rehearsal,Completed,U272,
R0884,U210,F016,09/11/2025 06:00,09/11/2025 08:00,Basketball Practice,Completed,U182,
R0885,U283,F004,11/11/2025 19:30,11/11/2025 22:30,Tournament,Confirmed,U190,
R0886,U060,F011,02/12/2025 18:00,02/12/2025 21:00,Workshop,Confirmed,U104,
R0887,U273,F024,07/18/2025 08:30,07/18/2025 10:30,Conference,Completed,U020,
R0888,U035,F011,05/16/2025 11:00,05/16/2025 12:00,Conference,Confirmed,U226,
R0889,U295,F009,02/23/2025 14:30,02/23/2025 18:30,Volleyball Practice,Completed,U153,
R0890,U016,F015,05/01/2025 15:00,05/01/2025 18:00,Basketball Practice,Completed,U142,
R0891,U190,F020,09/30/2025 14:00,09/30/2025 16:00,Tournament,Completed,U287,
R0892,U196,F009,06/08/2025 16:30,06/08/2025 18:30,Workshop,Completed,U130,
R0893,U152,F034,01/26/2025 17:00,01/26/2025 19:00,Study Group,Confirmed,U035,
R0894,U006,F006,02/20/2025 17:30,02/20/2025 21:30,Training Session,Completed,U123,
R0895,U155,F002,01/22/2025 14:30,01/22/2025 15:30,Conference,Confirmed,U031,
R0896,U299,F030,10/01/2025 06:00,10/01/2025 08:00,Team Meeting,Confirmed,U267,
R0897,U215,F007,12/13/2025 11:30,12/13/2025 13:30,Guest Lecture,Cancelled,U230,Scheduling Conflict
R0898,U082,F017,07/25/2025 16:30,07/25/2025 18:30,Tournament,Confirmed,U036,
R0899,U157,F020,04/21/2025 15:30,04/21/2025 19:30,Training Session,Confirmed,U041,
R0900,U005,F019,08/12/2025 11:00,08/12/2025 14:00,Guest Lecture,Confirmed,U264,
R0901,U129,F010,02/18/2025 10:00,02/18/2025 12:00,Training Session,Confirmed,U114,
R0902,U149,F029,03/04/2025 08:30,03/04/2025 10:30,Workshop,Confirmed,U202,
R0903,U149,F013,10/02/2025 12:30,10/02/2025 16:30,Swimming Training,Confirmed,U105,
R0904,U213,F034,04/03/2025 19:30,04/03/2025 20:30,Conference,Confirmed,U040,
R0905,U049,F009,05/21/2025 06:30,05/21/2025 09:30,Basketball Practice,Confirmed,U115,
R0906,U263,F008,07/16/2025 17:30,07/16/2025 19:30,Yoga Session,Completed,U146,
R0907,U236,F034,05/18/2025 14:00,05/18/2025 18:00,Dance Rehearsal,Confirmed,U131,
R0908,U117,F008,12/10/2025 15:00,12/10/2025 16:00,Fitness Class,Completed,U017,
R0909,U034,F013,07/26/2025 11:30,07/26/2025 14:30,Team Meeting,Completed,U035,
R0910,U144,F027,07/29/2025 07:30,07/29/2025 10:30,Team Meeting,Confirmed,U223,
R0911,U257,F017,09/03/2025 19:30,09/03/2025 20:30,Student Organization Meeting,Confirmed,U149,
R0912,U049,F017,09/08/2025 14:30,09/08/2025 16:30,Fitness Class,Cancelled,U062,Scheduling Conflict
R0913,U032,F024,05/01/2025 14:00,05/01/2025 15:00,Career Fair,Confirmed,U200,
R0914,U203,F003,03/31/2025 20:00,03/31/2025 22:00,Fitness Class,Confirmed,U030,
R0915,U274,F014,09/02/2025 10:00,09/02/2025 12:00,Tournament,Confirmed,U096,
R0916,U245,F017,09/26/2025 14:00,09/26/2025 16:00,Team Meeting,Confirmed,U074,
R0917,U175,F024,08/12/2025 12:00,08/12/2025 16:00,Guest Lecture,Confirmed,U144,
R0918,U254,F004,07/06/2025 15:30,07/06/2025 16:30,Conference,Completed,U051,
R0919,U126,F015,01/23/2025 11:00,01/23/2025 15:00,Student Organization Meeting,Confirmed,U029,
R0920,U040,F005,05/06/2025 16:30,05/06/2025 19:30,Tournament,Confirmed,U003,
R0921,U157,F002,01/18/2025 06:00,01/18/2025 07:00,Study Group,Confirmed,U274,
R0922,U246,F016,10/07/2025 07:00,10/07/2025 11:00,Guest Lecture,Confirmed,U151,
R0923,U289,F024,06/26/2025 12:30,06/26/2025 14:30,Dance Rehearsal,Confirmed,U197,
R0924,U242,F013,04/03/2025 15:00,04/03/2025 19:00,Study Group,Confirmed,U003,
R0925,U062,F006,10/03/2025 08:30,10/03/2025 09:30,Volleyball Practice,Confirmed,U223,
R0926,U208,F020,09/26/2025 06:30,09/26/2025 08:30,Volleyball Practice,Confirmed,U205,
R0927,U136,F013,10/14/2025 11:30,10/14/2025 13:30,Training Session,Completed,U216,
R0928,U293,F015,07/13/2025 10:00,07/13/2025 12:00,Team Meeting,Completed,U253,
R0929,U138,F017,01/27/2025 19:30,01/27/2025 20:30,Training Session,Completed,U023,
R0930,U220,F035,03/15/2025 12:00,03/15/2025 13:00,Tournament,Confirmed,U127,
R0931,U171,F002,10/15/2025 06:00,10/15/2025 09:00,Guest Lecture,Completed,U002,
R0932,U289,F028,11/15/2025 17:30,11/15/2025 20:30,Conference,Confirmed,U187,
R0933,U026,F027,02/06/2025 16:00,02/06/2025 19:00,Workshop,Confirmed,U271,
R0934,U191,F006,06/09/2025 19:30,06/09/2025 22:30,Tournament,Confirmed,U087,
R0935,U052,F007,10/10/2025 15:30,10/10/2025 18:30,Conference,Confirmed,U228,
R0936,U281,F020,09/04/2025 10:30,09/04/2025 12:30,Yoga Session,Confirmed,U085,
R0937,U062,F016,10/04/2025 09:30,10/04/2025 13:30,Guest Lecture,Confirmed,U243,
R0938,U185,F031,09/19/2025 19:30,09/19/2025 21:30,Conference,Confirmed,U168,
R0939,U050,F017,12/07/2025 15:30,12/07/2025 19:30,Volleyball Practice,Confirmed,U036,
R0940,U099,F029,11/04/2025 20:00,11/04/2025 23:00,Tournament,Confirmed,U232,
R0941,U216,F024,10/16/2025 06:00,10/16/2025 09:00,Career Fair,Confirmed,U201,
R0942,U197,F008,01/19/2025 18:30,01/19/2025 21:30,Tournament,Confirmed,U254,
R0943,U117,F012,06/04/2025 16:00,06/04/2025 19:00,Training Session,Cancelled,U220,Scheduling Conflict
R0944,U225,F033,03/16/2025 09:30,03/16/2025 13:30,Volleyball Practice,Completed,U017,
R0945,U126,F008,02/08/2025 08:30,02/08/2025 09:30,Dance Rehearsal,Confirmed,U005,
R0946,U174,F002,10/31/2025 14:00,10/31/2025 17:00,Workshop,Confirmed,U138,
R0947,U112,F010,04/11/2025 13:30,04/11/2025 17:30,Career Fair,Confirmed,U290,
R0948,U039,F005,10/19/2025 12:30,10/19/2025 14:30,Swimming Training,Completed,U223,
R0949,U253,F028,05/02/2025 14:30,05/02/2025 18:30,Training Session,Confirmed,U064,
R0950,U120,F003,01/28/2025 13:00,01/28/2025 14:00,Dance Rehearsal,Completed,U250,
R0951,U032,F002,04/20/2025 15:00,04/20/2025 16:00,Student Organization Meeting,Confirmed,U063,
R0952,U120,F020,06/11/2025 14:00,06/11/2025 18:00,Training Session,Confirmed,U071,
R0953,U261,F009,07/20/2025 20:00,07/21/2025 00:00,Career Fair,Confirmed,U043,
R0954,U095,F030,05/05/2025 13:00,05/05/2025 16:00,Fitness Class,Confirmed,U262,
R0955,U206,F017,07/06/2025 11:30,07/06/2025 15:30,Study Group,Confirmed,U227,
R0956,U291,F018,01/02/2025 19:00,01/02/2025 23:00,Yoga Session,Completed,U115,
R0957,U068,F005,12/23/2025 20:00,12/23/2025 22:00,Yoga Session,Confirmed,U067,
R0958,U148,F014,04/12/2025 13:00,04/12/2025 14:00,Volleyball Practice,Confirmed,U005,
R0959,U268,F031,07/12/2025 20:30,07/13/2025 00:30,Guest Lecture,Cancelled,U006,Scheduling Conflict
R0960,U165,F028,09/17/2025 08:00,09/17/2025 09:00,Tournament,Confirmed,U117,
R0961,U059,F018,10/20/2025 13:00,10/20/2025 14:00,Dance Rehearsal,Completed,U055,
R0962,U078,F004,08/09/2025 06:30,08/09/2025 08:30,Volleyball Practice,Confirmed,U120,
R0963,U052,F030,09/08/2025 06:00,09/08/2025 07:00,Guest Lecture,Completed,U106,
R0964,U047,F033,06/01/2025 09:30,06/01/2025 11:30,Yoga Session,Completed,U093,
R0965,U113,F013,02/16/2025 19:00,02/16/2025 21:00,Training Session,Confirmed,U176,
R0966,U218,F024,11/25/2025 11:30,11/25/2025 14:30,Swimming Training,Completed,U215,
R0967,U027,F018,08/22/2025 14:30,08/22/2025 18:30,Swimming Training,Confirmed,U049,
R0968,U011,F020,01/08/2025 12:30,01/08/2025 15:30,Career Fair,Completed,U084,
R0969,U132,F016,12/13/2025 12:30,12/13/2025 13:30,Team Meeting,Confirmed,U041,
R0970,U030,F015,12/11/2025 07:30,12/11/2025 08:30,Dance Rehearsal,Confirmed,U010,
R0971,U097,F003,09/21/2025 14:00,09/21/2025 17:00,Training Session,Confirmed,U246,
R0972,U039,F020,03/08/2025 08:30,03/08/2025 11:30,Volleyball Practice,Confirmed,U275,
R0973,U213,F014,06/14/2025 15:00,06/14/2025 19:00,Student Organization Meeting,Completed,U131,
R0974,U021,F014,10/26/2025 15:30,10/26/2025 16:30,Dance Rehearsal,Confirmed,U250,
R0975,U235,F005,11/07/2025 06:00,11/07/2025 10:00,Team Meeting,Confirmed,U177,
R0976,U208,F030,04/18/2025 08:00,04/18/2025 11:00,Volleyball Practice,Confirmed,U092,
R0977,U082,F017,12/23/2025 07:00,12/23/2025 09:00,Volleyball Practice,Confirmed,U059,
R0978,U249,F016,01/25/2025 14:00,01/25/2025 18:00,Basketball Practice,Confirmed,U136,
R0979,U085,F027,11/30/2025 20:30,11/30/2025 22:30,Volleyball Practice,Completed,U116,
R0980,U133,F012,04/29/2025 13:30,04/29/2025 16:30,Conference,Completed,U165,
R0981,U280,F028,04/12/2025 16:30,04/12/2025 18:30,Training Session,Completed,U250,
R0982,U020,F004,12/01/2025 08:30,12/01/2025 11:30,Student Organization Meeting,Confirmed,U246,
R0983,U171,F021,06/27/2025 20:00,06/27/2025 22:00,Guest Lecture,Completed,U029,
R0984,U183,F029,08/26/2025 06:30,08/26/2025 08:30,Study Group,Confirmed,U157,
R0985,U049,F024,04/01/2025 10:30,04/01/2025 12:30,Study Group,Confirmed,U286,
R0986,U156,F006,12/22/2025 09:00,12/22/2025 12:00,Study Group,Cancelled,U141,Scheduling Conflict
R0987,U048,F016,04/29/2025 08:30,04/29/2025 12:30,Guest Lecture,Completed,U048,
R0988,U148,F022,06/05/2025 14:30,06/05/2025 18:30,Basketball Practice,Completed,U238,
R0989,U110,F004,10/19/2025 14:00,10/19/2025 18:00,Yoga Session,Confirmed,U077,
R0990,U238,F020,08/17/2025 08:00,08/17/2025 09:00,Workshop,Confirmed,U216,
R0991,U154,F027,04/21/2025 10:30,04/21/2025 13:30,Study Group,Completed,U226,
R0992,U090,F029,06/12/2025 07:00,06/12/2025 11:00,Guest Lecture,Cancelled,U152,Scheduling Conflict
R0993,U074,F009,12/08/2025 10:30,12/08/2025 11:30,Guest Lecture,Confirmed,U127,
R0994,U264,F028,03/23/2025 13:00,03/23/2025 15:00,Fitness Class,Completed,U019,
R0995,U133,F032,07/29/2025 17:00,07/29/2025 18:00,Volleyball Practice,Confirmed,U133,
R0996,U261,F030,06/04/2025 17:30,06/04/2025 20:30,Study Group,Confirmed,U194,
R0997,U109,F026,03/31/2025 09:00,03/31/2025 11:00,Study Group,Confirmed,U164,
R0998,U070,F012,04/24/2025 15:30,04/24/2025 18:30,Tournament,Completed,U201,
R0999,U300,F010,01/09/2025 11:00,01/09/2025 12:00,Student Organization Meeting,Cancelled,U030,Scheduling Conflict
R1000,U123,F025,06/22/2025 17:30,06/22/2025 21:30,Guest Lecture,Confirmed,U068,
R1001,U288,F024,07/16/2025 06:00,07/16/2025 08:00,Student Organization Meeting,Completed,U083,
R1002,U220,F016,12/05/2025 19:30,12/05/2025 20:30,Career Fair,Completed,U276,
R1003,U057,F032,09/12/2025 09:30,09/12/2025 11:30,Training Session,Confirmed,U245,
R1004,U128,F034,01/31/2025 10:30,01/31/2025 13:30,Tournament,Confirmed,U055,
R1005,U077,F002,02/13/2025 07:30,02/13/2025 08:30,Swimming Training,Cancelled,U197,Scheduling Conflict
R1006,U298,F030,07/17/2025 06:00,07/17/2025 09:00,Tournament,Confirmed,U044,
R1007,U087,F004,10/18/2025 19:00,10/18/2025 21:00,Guest Lecture,Cancelled,U165,Scheduling Conflict
R1008,U256,F009,01/02/2025 06:00,01/02/2025 08:00,Student Organization Meeting,Confirmed,U141,
R1009,U052,F035,10/14/2025 12:30,10/14/2025 15:30,Basketball Practice,Confirmed,U200,
R1010,U071,F033,04/09/2025 09:00,04/09/2025 11:00,Study Group,Confirmed,U164,
R1011,U212,F015,12/07/2025 09:30,12/07/2025 13:30,Swimming Training,Confirmed,U084,
R1012,U278,F026,08/19/2025 13:00,08/19/2025 14:00,Team Meeting,Confirmed,U245,
R1013,U251,F002,02/02/2025 19:30,02/02/2025 23:30,Study Group,Confirmed,U165,
R1014,U053,F027,03/06/2025 15:30,03/06/2025 17:30,Volleyball Practice,Cancelled,U077,Scheduling Conflict
R1015,U102,F010,10/26/2025 15:00,10/26/2025 19:00,Career Fair,Completed,U213,
R1016,U073,F023,10/31/2025 12:00,10/31/2025 13:00,Team Meeting,Confirmed,U281,
R1017,U115,F003,07/28/2025 13:00,07/28/2025 14:00,Conference,Confirmed,U195,
R1018,U232,F024,12/08/2025 13:30,12/08/2025 16:30,Career Fair,Confirmed,U245,
R1019,U163,F021,05/15/2025 16:30,05/15/2025 20:30,Dance Rehearsal,Confirmed,U295,
R1020,U120,F009,02/25/2025 16:00,02/25/2025 20:00,Basketball Practice,Confirmed,U035,
R1021,U050,F005,12/30/2025 12:00,12/30/2025 14:00,Study Group,Confirmed,U069,
R1022,U002,F007,04/12/2025 10:30,04/12/2025 13:30,Tournament,Confirmed,U050,
R1023,U154,F004,05/19/2025 13:00,05/19/2025 14:00,Study Group,Confirmed,U123,
R1024,U076,F006,09/03/2025 06:00,09/03/2025 07:00,Volleyball Practice,Completed,U189,
R1025,U092,F003,08/15/2025 13:00,08/15/2025 16:00,Dance Rehearsal,Completed,U054,
R1026,U235,F025,05/04/2025 10:30,05/04/2025 11:30,Swimming Training,Completed,U239,
R1027,U243,F005,01/02/2025 20:30,01/02/2025 22:30,Student Organization Meeting,Confirmed,U291,
R1028,U174,F013,03/29/2025 15:30,03/29/2025 17:30,Workshop,Cancelled,U273,Scheduling Conflict
R1029,U023,F033,01/28/2025 18:00,01/28/2025 20:00,Dance Rehearsal,Confirmed,U091,
R1030,U091,F016,03/12/2025 10:00,03/12/2025 14:00,Training Session,Confirmed,U028,
R1031,U295,F006,05/20/2025 10:00,05/20/2025 13:00,Training Session,Confirmed,U063,
R1032,U089,F019,01/23/2025 16:00,01/23/2025 18:00,Conference,Completed,U068,
R1033,U155,F020,11/21/2025 06:00,11/21/2025 09:00,Fitness Class,Confirmed,U028,
R1034,U166,F015,10/14/2025 06:00,10/14/2025 07:00,Career Fair,Cancelled,U253,Scheduling Conflict
R1035,U140,F035,02/13/2025 16:00,02/13/2025 17:00,Fitness Class,Confirmed,U144,
R1036,U101,F024,02/16/2025 16:00,02/16/2025 19:00,Career Fair,Confirmed,U242,
R1037,U102,F027,08/08/2025 08:30,08/08/2025 09:30,Training Session,Completed,U188,
R1038,U010,F022,01/06/2025 06:00,01/06/2025 07:00,Basketball Practice,Confirmed,U098,
R1039,U275,F030,10/07/2025 20:00,10/07/2025 21:00,Career Fair,Confirmed,U020,
R1040,U203,F015,03/24/2025 15:00,03/24/2025 19:00,Career Fair,Completed,U291,
R1041,U156,F007,08/21/2025 19:00,08/21/2025 20:00,Volleyball Practice,Confirmed,U169,
R1042,U203,F013,02/12/2025 13:00,02/12/2025 17:00,Study Group,Confirmed,U014,
R1043,U241,F030,09/02/2025 17:00,09/02/2025 21:00,Training Session,Confirmed,U133,
R1044,U107,F019,12/21/2025 10:30,12/21/2025 12:30,Guest Lecture,Completed,U189,
R1045,U088,F010,09/01/2025 17:30,09/01/2025 18:30,Volleyball Practice,Confirmed,U193,
R1046,U076,F006,05/05/2025 11:00,05/05/2025 15:00,Guest Lecture,Confirmed,U165,
R1047,U292,F015,07/23/2025 13:30,07/23/2025 16:30,Yoga Session,Completed,U091,
R1048,U244,F006,09/15/2025 09:30,09/15/2025 11:30,Team Meeting,Completed,U128,
R1049,U280,F007,11/01/2025 09:30,11/01/2025 12:30,Study Group,Confirmed,U189,
R1050,U162,F034,09/04/2025 11:30,09/04/2025 13:30,Yoga Session,Confirmed,U034,
R1051,U183,F026,06/17/2025 18:30,06/17/2025 22:30,Workshop,Confirmed,U148,
R1052,U083,F031,01/21/2025 08:30,01/21/2025 09:30,Yoga Session,Confirmed,U010,
R1053,U047,F010,11/16/2025 11:00,11/16/2025 12:00,Training Session,Confirmed,U243,
R1054,U112,F009,03/18/2025 15:00,03/18/2025 19:00,Workshop,Confirmed,U125,
R1055,U095,F016,03/14/2025 06:00,03/14/2025 08:00,Tournament,Completed,U080,
R1056,U101,F021,04/15/2025 10:30,04/15/2025 11:30,Yoga Session,Completed,U124,
R1057,U080,F028,02/03/2025 19:30,02/03/2025 23:30,Basketball Practice,Completed,U028,
R1058,U167,F026,04/20/2025 19:30,04/20/2025 23:30,Workshop,Confirmed,U014,
R1059,U188,F013,02/13/2025 12:00,02/13/2025 15:00,Training Session,Completed,U163,
R1060,U161,F006,12/25/2025 19:30,12/25/2025 21:30,Swimming Training,Confirmed,U240,
R1061,U252,F024,02/19/2025 09:00,02/19/2025 11:00,Team Meeting,Confirmed,U111,
R1062,U292,F029,11/02/2025 20:30,11/03/2025 00:30,Guest Lecture,Completed,U126,
R1063,U108,F033,10/17/2025 20:00,10/18/2025 00:00,Fitness Class,Completed,U146,
R1064,U022,F011,03/12/2025 19:00,03/12/2025 21:00,Fitness Class,Cancelled,U036,Scheduling Conflict
R1065,U055,F029,02/26/2025 15:30,02/26/2025 17:30,Volleyball Practice,Confirmed,U231,
R1066,U241,F018,03/28/2025 09:00,03/28/2025 13:00,Basketball Practice,Confirmed,U054,
R1067,U130,F005,03/11/2025 07:30,03/11/2025 08:30,Swimming Training,Completed,U044,
R1068,U278,F033,04/15/2025 10:30,04/15/2025 14:30,Yoga Session,Completed,U192,
R1069,U227,F021,01/11/2025 07:00,01/11/2025 09:00,Conference,Confirmed,U135,
R1070,U225,F008,01/05/2025 17:00,01/05/2025 19:00,Swimming Training,Completed,U008,
R1071,U296,F015,09/30/2025 20:30,10/01/2025 00:30,Career Fair,Cancelled,U062,Scheduling Conflict
R1072,U208,F002,04/03/2025 08:00,04/03/2025 12:00,Swimming Training,Confirmed,U175,
R1073,U122,F032,01/14/2025 14:00,01/14/2025 16:00,Basketball Practice,Completed,U254,
R1074,U021,F008,12/17/2025 19:30,12/17/2025 20:30,Tournament,Completed,U033,
R1075,U141,F032,02/17/2025 11:30,02/17/2025 12:30,Guest Lecture,Completed,U099,
R1076,U036,F014,12/03/2025 15:00,12/03/2025 17:00,Dance Rehearsal,Confirmed,U022,
R1077,U194,F015,05/08/2025 08:00,05/08/2025 10:00,Tournament,Confirmed,U266,
R1078,U047,F011,10/15/2025 18:00,10/15/2025 22:00,Basketball Practice,Completed,U054,
R1079,U125,F030,05/05/2025 20:30,05/05/2025 22:30,Dance Rehearsal,Cancelled,U079,Scheduling Conflict
R1080,U203,F008,07/17/2025 08:30,07/17/2025 11:30,Swimming Training,Confirmed,U047,
R1081,U202,F026,11/11/2025 10:30,11/11/2025 12:30,Dance Rehearsal,Confirmed,U249,
R1082,U172,F032,07/26/2025 09:00,07/26/2025 13:00,Swimming Training,Confirmed,U047,
R1083,U233,F019,05/19/2025 19:00,05/19/2025 23:00,Conference,Confirmed,U086,
R1084,U016,F006,01/07/2025 11:30,01/07/2025 14:30,Study Group,Confirmed,U182,
R1085,U069,F033,06/25/2025 18:30,06/25/2025 22:30,Guest Lecture,Completed,U033,
R1086,U201,F024,11/21/2025 12:00,11/21/2025 16:00,Fitness Class,Cancelled,U063,Scheduling Conflict
R1087,U018,F035,11/15/2025 15:00,11/15/2025 16:00,Team Meeting,Confirmed,U053,
R1088,U009,F005,05/13/2025 07:00,05/13/2025 08:00,Volleyball Practice,Confirmed,U039,
R1089,U044,F032,06/26/2025 20:30,06/26/2025 23:30,Basketball Practice,Cancelled,U032,Scheduling Conflict
R1090,U166,F003,12/10/2025 10:00,12/10/2025 12:00,Training Session,Confirmed,U045,
R1091,U260,F011,07/24/2025 18:00,07/24/2025 19:00,Workshop,Confirmed,U147,
R1092,U264,F035,04/08/2025 08:30,04/08/2025 09:30,Team Meeting,Confirmed,U180,
R1093,U093,F014,02/04/2025 09:30,02/04/2025 12:30,Workshop,Cancelled,U084,Scheduling Conflict
R1094,U153,F026,08/31/2025 07:00,08/31/2025 11:00,Yoga Session,Completed,U276,
R1095,U004,F026,12/03/2025 13:00,12/03/2025 15:00,Basketball Practice,Confirmed,U190,
R1096,U015,F004,12/09/2025 13:30,12/09/2025 16:30,Conference,Confirmed,U054,
R1097,U228,F023,12/03/2025 10:30,12/03/2025 12:30,Workshop,Completed,U236,
R1098,U059,F006,02/12/2025 09:30,02/12/2025 13:30,Basketball Practice,Confirmed,U111,
R1099,U078,F009,06/13/2025 12:00,06/13/2025 15:00,Basketball Practice,Completed,U012,
R1100,U031,F013,08/19/2025 15:30,08/19/2025 18:30,Dance Rehearsal,Completed,U157,
R1101,U056,F029,07/26/2025 14:00,07/26/2025 18:00,Training Session,Completed,U201,
R1102,U096,F013,04/06/2025 14:30,04/06/2025 17:30,Career Fair,Cancelled,U297,Scheduling Conflict
R1103,U003,F028,03/17/2025 08:00,03/17/2025 10:00,Workshop,Confirmed,U224,
R1104,U281,F005,02/09/2025 06:00,02/09/2025 09:00,Volleyball Practice,Completed,U194,
R1105,U163,F020,06/17/2025 06:30,06/17/2025 09:30,Team Meeting,Completed,U217,
R1106,U199,F030,11/29/2025 18:00,11/29/2025 19:00,Tournament,Confirmed,U131,
R1107,U089,F007,07/18/2025 07:00,07/18/2025 11:00,Guest Lecture,Completed,U251,
R1108,U013,F032,05/02/2025 07:00,05/02/2025 10:00,Conference,Confirmed,U200,
R1109,U105,F014,06/17/2025 13:30,06/17/2025 15:30,Workshop,Completed,U132,
R1110,U039,F021,08/28/2025 16:00,08/28/2025 20:00,Fitness Class,Confirmed,U289,
R1111,U189,F028,11/09/2025 10:30,11/09/2025 14:30,Study Group,Completed,U187,
R1112,U243,F033,11/19/2025 13:00,11/19/2025 16:00,Career Fair,Completed,U122,
R1113,U288,F024,07/10/2025 11:30,07/10/2025 12:30,Career Fair,Completed,U295,
R1114,U047,F001,09/17/2025 13:00,09/17/2025 17:00,Fitness Class,Completed,U261,
R1115,U282,F032,07/31/2025 09:00,07/31/2025 13:00,Career Fair,Cancelled,U215,Scheduling Conflict
R1116,U144,F020,11/30/2025 17:30,11/30/2025 18:30,Tournament,Completed,U111,
R1117,U239,F015,12/04/2025 12:30,12/04/2025 16:30,Team Meeting,Completed,U272,
R1118,U110,F012,05/17/2025 11:30,05/17/2025 15:30,Guest Lecture,Confirmed,U210,
R1119,U092,F007,12/18/2025 11:30,12/18/2025 14:30,Conference,Confirmed,U299,
R1120,U092,F034,08/16/2025 14:00,08/16/2025 17:00,Volleyball Practice,Completed,U208,
R1121,U037,F022,01/27/2025 20:30,01/27/2025 21:30,Guest Lecture,Cancelled,U099,Scheduling Conflict
R1122,U068,F032,08/11/2025 13:30,08/11/2025 14:30,Study Group,Confirmed,U066,
R1123,U223,F027,11/21/2025 13:30,11/21/2025 17:30,Career Fair,Confirmed,U264,
R1124,U035,F013,08/04/2025 20:00,08/05/2025 00:00,Career Fair,Confirmed,U183,
R1125,U030,F014,01/31/2025 10:00,01/31/2025 11:00,Guest Lecture,Completed,U281,
R1126,U268,F026,11/24/2025 10:30,11/24/2025 14:30,Basketball Practice,Confirmed,U236,
R1127,U149,F027,12/02/2025 09:30,12/02/2025 10:30,Swimming Training,Completed,U162,
R1128,U212,F032,09/12/2025 12:30,09/12/2025 16:30,Volleyball Practice,Completed,U090,
R1129,U203,F028,11/19/2025 07:30,11/19/2025 08:30,Tournament,Confirmed,U204,
R1130,U289,F024,10/14/2025 08:30,10/14/2025 10:30,Study Group,Completed,U207,
R1131,U222,F034,07/18/2025 16:00,07/18/2025 20:00,Study Group,Cancelled,U035,Scheduling Conflict
R1132,U175,F022,10/07/2025 07:30,10/07/2025 10:30,Volleyball Practice,Confirmed,U076,
